,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Seating_Capacity,Type,Wheelbase,Boot_Space,Ventilation_System,ABS_(Anti-lock_Braking_System),Gross_Vehicle_Weight,Number_of_Airbags
68,Maruti Suzuki,Celerio X,Zxi Amt,"Rs. 5,42,735",998 cc,3,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,68PS@6000rpm,90Nm@3500rpm,5,Automatic,2425 mm,235 litres,Manual Air conditioning with cooling and heating,,1250 kg,1
69,Maruti Suzuki,Celerio X,Zxi Amt (O),"Rs. 5,52,350",998 cc,3,FWD (Front Wheel Drive),BS IV,35 litres,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,23 km/litre,22 km/litre,23.1 km/litre,,810 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,68PS@6000rpm,90Nm@3500rpm,5,Automatic,2425 mm,235 litres,Manual Air conditioning with cooling and heating,Yes,1250 kg,2
70,Maruti Suzuki,Ignis,Alpha 1.2 Amt,"Rs. 7,13,898",1197 cc,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,20.89 km/litre,,20.89 km/litre,,860 kg,,180 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,5,AMT,2435 mm,260 litres,"Heater, Fully automatic climate control",Yes,,2
71,Maruti Suzuki,Ignis,Alpha 1.2 Mt,"Rs. 6,66,898",1197 cc,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,20.89 km/litre,,20.89 km/litre,,860 kg,,180 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,5,Manual,2435 mm,260 litres,"Heater, Fully automatic climate control",Yes,,2
72,Maruti Suzuki,Ignis,Delta 1.2 Amt,"Rs. 6,07,841",1197 cc,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,20.89 km/litre,20.89 km/litre,20.89 km/litre,,825 kg,5,180 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,5,AMT,2435 mm,260 litres,Manual Air conditioning with cooling and heating,Yes,,2
73,Maruti Suzuki,Ignis,Delta 1.2 Mt,"Rs. 5,60,841",1197 cc,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,20.89 km/litre,20.89 km/litre,20.89 km/litre,,825 kg,5,180 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,5,Manual,2435 mm,260 litres,Manual Air conditioning with cooling and heating,Yes,,2
74,Maruti Suzuki,Ignis,Sigma 1.2 Mt,"Rs. 4,83,320",1197 cc,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,20.89 km/litre,,20.89 km/litre,,825 kg,,180 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,5,Manual,2435 mm,260 litres,Manual Air conditioning with cooling and heating,Yes,,2
75,Maruti Suzuki,Ignis,Zeta 1.2 Amt,"Rs. 6,30,320",1197 cc,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,15.1 km/litre,,20.89 km/litre,,,,180 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,5,AMT,2435 mm,260 litres,Manual Air conditioning with cooling and heating,Yes,,2
76,Maruti Suzuki,Ignis,Zeta 1.2 Mt,"Rs. 5,83,320",1197 cc,4,FWD (Front Wheel Drive),BS IV,32 litres,Petrol,1595 mm,3700 mm,1690 mm,Hatchback,20.89 km/litre,,20.89 km/litre,,,,180 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,113Nm@4200RPM,5,Manual,2435 mm,260 litres,Manual Air conditioning with cooling and heating,Yes,,2
77,Renault,Triber,Rxe,"Rs. 4,95,000",999 cc,3,FWD (Front Wheel Drive),BS 6,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,,,20.5 km/litre,,947 kg,5,182 mm,Ventilated Disc,Drum,Electric Power,72PS@62050rpm,96Nm@3500rpm,7,Manual,2636 mm,625 litres,Manual Air conditioning with cooling and heating,Yes,,2
78,Renault,Triber,Rxl,"Rs. 5,59,000",999 cc,3,FWD (Front Wheel Drive),BS 6,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,,,20.5 km/litre,,947 kg,5,182 mm,Ventilated Disc,Drum,Electric Power,72PS@62050rpm,96Nm@3500rpm,7,Manual,2636 mm,625 litres,Manual Air conditioning with cooling and heating,Yes,,2
79,Renault,Triber,Rxt,"Rs. 6,09,000",999 cc,3,FWD (Front Wheel Drive),BS 6,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,,,20.5 km/litre,,947 kg,5,182 mm,Ventilated Disc,Drum,Electric Power,72PS@62050rpm,96Nm@3500rpm,7,Manual,2636 mm,625 litres,Manual Air conditioning with cooling and heating,Yes,,2
80,Renault,Triber,Rxz,"Rs. 6,63,000",999 cc,3,FWD (Front Wheel Drive),BS 6,40 litres,Petrol,1643 mm,3990 mm,1739 mm,MUV,,,20.5 km/litre,,947 kg,5,182 mm,Ventilated Disc,Drum,Electric Power,72PS@62050rpm,96Nm@3500rpm,7,Manual,2636 mm,625 litres,Fully automatic climate control,Yes,,4
81,Premier,Rio,Gx,"Rs. 5,06,000",1173 cc,4,FWD (Front Wheel Drive),BS IV,46 litres,Petrol,1730 mm,3970 mm,1570 mm,SUV,13 km/litre,16 km/litre,16 km/litre,,1080 kg,5,200 mm,Ventilated Disc,Drum,Yes,76.6PS@5800rpm,103.9Nm@3500-4250rpm,5,Manual,2420 mm,454 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,
82,Premier,Rio,Ex,"Rs. 5,68,623",1489 cc,4,FWD (Front Wheel Drive),BS IV,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,12 km/litre,16 km/litre,16 km/litre,,1145 kg,5,200 mm,Solid Disc,Drum,Hydraulic Power,64PS@4000rpm,152Nm@2500RPM,5,Manual,2420 mm,454 litres,,,1530 kg,
83,Premier,Rio,Glx,"Rs. 6,70,000",1173 cc,4,FWD (Front Wheel Drive),BS IV,46 litres,Petrol,1730 mm,3970 mm,1570 mm,SUV,13 km/litre,16 km/litre,16 km/litre,,1080 kg,5,200 mm,Ventilated Disc,Drum,Yes,76.6PS@5800rpm,103.9Nm@3500-4250rpm,5,Manual,2420 mm,454 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,
84,Premier,Rio,Dx,"Rs. 6,03,000",1489 cc,4,FWD (Front Wheel Drive),BS IV,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,12 km/litre,16 km/litre,16 km/litre,,1145 kg,5,200 mm,Ventilated Disc,Drum,Yes,64PS@4000rpm,152Nm@2250RPM,5,Manual,2420 mm,454 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,
85,Premier,Rio,Lx,"Rs. 7,39,000",1489 cc,4,FWD (Front Wheel Drive),BS IV,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,12 km/litre,16 km/litre,16 km/litre,,1145 kg,5,200 mm,Ventilated Disc,Drum,Yes,64PS@4000rpm,152Nm@2250RPM,5,Manual,2420 mm,454 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,
86,Premier,Rio,Crdi4,"Rs. 7,39,000",1248 cc,4,FWD (Front Wheel Drive),BS IV,46 litres,Diesel,1730 mm,3970 mm,1570 mm,SUV,20 km/litre,23.7 km/litre,23.7 km/litre,,1145 kg,5,200 mm,Ventilated Disc,Drum,Yes,72PS@4000rpm,183Nm@1800-2400rpm,5,Manual,2420 mm,454 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,
87,Toyota,Etios Liva,G,"Rs. 5,20,300",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
88,Toyota,Etios Liva,V,"Rs. 5,81,000",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,15.1 km/litre,18.16 km/litre,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
89,Toyota,Etios Liva,Gd,"Rs. 6,47,800",1364 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,20.3 km/litre,23.59 km/litre,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
90,Toyota,Etios Liva,Vx,"Rs. 6,30,000",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
91,Toyota,Etios Liva,Vxd,"Rs. 7,45,000",1364 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
92,Toyota,Etios Liva,Vd,"Rs. 7,04,000",1364 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
93,Toyota,Etios Liva,Dual Tone V,"Rs. 5,97,700",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,15.1 km/litre,18.16 km/litre,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
94,Toyota,Etios Liva,Dual Tone Vd,"Rs. 7,20,700",1364 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
95,Toyota,Etios Liva,Dual Tone Vx,"Rs. 6,41,700",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
96,Toyota,Etios Liva,Dual Tone Vxd,"Rs. 7,56,700",1364 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
97,Toyota,Etios Liva,Gx,"Rs. 5,58,400",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
98,Toyota,Etios Liva,Gxd,"Rs. 6,86,000",1364 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,20.3 km/litre,23.59 km/litre,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
99,Toyota,Etios Liva,Vx Dual Tone Limited Edition,"Rs. 6,62,700",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1510 mm,3884 mm,1695 mm,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,80PS@5600rpm,104Nm@3100rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
100,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,"Rs. 7,77,700",1364 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1510 mm,3884 mm,1695 mm,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,,895 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,68PS@3800rpm,170Nm@1800-2400rpm,5,Manual,2460 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,1475 kg,2
101,Nissan,Micra Active,Xl,"Rs. 5,25,021",1198 cc,3,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3801 mm,1665 mm,Hatchback,,,18.97 km/litre,,,5,154 mm,Ventilated Disc,Drum,Electric Power,68PS@5000rpm,104Nm@4000rpm,5,Manual,2450 mm,251 litres,Manual Air conditioning with cooling and heating,,,2
102,Nissan,Micra Active,Xv,"Rs. 5,99,950",1198 cc,3,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3801 mm,1665 mm,Hatchback,19.49 km/litre,,19.49 km/litre,,,5,154 mm,Ventilated Disc,Drum,Electric Power,68PS@5000rpm,104Nm@4000rpm,5,Manual,2450 mm,251 litres,Manual Air conditioning with cooling and heating,Yes,,2
103,Nissan,Micra Active,Xl (O),"Rs. 5,63,133",1198 cc,3,FWD (Front Wheel Drive),BS IV,41 litres,Petrol,1530 mm,3801 mm,1665 mm,Hatchback,,,18.97 km/litre,,,5,154 mm,Ventilated Disc,Drum,Electric Power,68PS@5000rpm,104Nm@4000rpm,5,Manual,2450 mm,251 litres,Manual Air conditioning with cooling and heating,,,2
104,Tata,Bolt,Xt Diesel,"Rs. 7,87,980",1248 cc,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,"22,95 km/litre",,22.95 km/litre,,1132 kg,5,165 mm,Solid Disc,Drum,Electric Power,75PS@4000rpm,190Nm@1750-3000rpm,5,Manual,2470 mm,210 litres,Fully automatic climate control,Yes,1160 kg,2
105,Tata,Bolt,Xe Diesel,"Rs. 6,61,111",1248 cc,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,"22,95 km/litre",,22.95 km/litre,,1132 kg,5,165 mm,Solid Disc,Drum,Electric Power,75PS@4000rpm,190Nm@1750-3000rpm,5,Manual,2470 mm,210 litres,Manual Air conditioning with cooling and heating,,1160 kg,
106,Tata,Bolt,Xm Diesel,"Rs. 6,93,798",1248 cc,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,"22,95 km/litre",,22.95 km/litre,,1132 kg,5,165 mm,Solid Disc,Drum,Electric Power,75PS@4000rpm,190Nm@1750-3000rpm,5,Manual,2470 mm,210 litres,Manual Air conditioning with cooling and heating,Yes,1160 kg,
107,Tata,Bolt,Xms Diesel,"Rs. 7,19,661",1248 cc,4,FWD (Front Wheel Drive),BS IV,44 litres,Diesel,1562 mm,3825 mm,1695 mm,Hatchback,"22,95 km/litre",,22.95 km/litre,,1132 kg,5,165 mm,Solid Disc,Drum,Electric Power,75PS@4000rpm,190Nm@1750-3000rpm,5,Manual,2470 mm,210 litres,Manual Air conditioning with cooling and heating,Yes,1160 kg,2
108,Tata,Bolt,Xt Petrol,"Rs. 6,74,960",1193 cc,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,"17,57 km/litre",,17.57 km/litre,,1095 kg,5,165 mm,Solid Disc,Drum,Electric Power,90PS@5000rpm,140Nm@1500-4000rpm,5,Manual,2470 mm,210 litres,Fully automatic climate control,Yes,1125 kg,2
109,Tata,Bolt,Xe Petrol,"Rs. 5,29,035",1193 cc,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,"17,57 km/litre",,17.57 km/litre,,1095 kg,5,165 mm,Solid Disc,Drum,Electric Power,90PS@5000rpm,140Nm@1500-4000rpm,5,Manual,2470 mm,210 litres,Manual Air conditioning with cooling and heating,,1125 kg,
110,Tata,Bolt,Xm Petrol,"Rs. 5,90,268",1193 cc,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,"17,57 km/litre",,17.57 km/litre,,1095 kg,5,165 mm,Solid Disc,Drum,Electric Power,90PS@5000rpm,140Nm@1500-4000rpm,5,Manual,2470 mm,210 litres,Manual Air conditioning with cooling and heating,Yes,1125 kg,
111,Tata,Bolt,Xms Petrol,"Rs. 6,14,515",1193 cc,4,FWD (Front Wheel Drive),BS IV,44 litres,Petrol,1562 mm,3825 mm,1695 mm,Hatchback,"17,57 km/litre",,17.57 km/litre,,1095 kg,5,165 mm,Solid Disc,Drum,Electric Power,90PS@5000rpm,140Nm@1500-4000rpm,5,Manual,2470 mm,210 litres,Manual Air conditioning with cooling and heating,Yes,1125 kg,2
112,Hyundai,Xcent Prime,Cng T + (Cng +,"Rs. 5,56,130",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,CNG + Petrol,1520 mm,3995 mm,1660 mm,Sedan,,,,25 km/kg,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,
113,Hyundai,Xcent Prime,T,"Rs. 5,36,859",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,,,15.7 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Yes,,1530 kg,
114,Hyundai,Xcent Prime,T+,"Rs. 5,56,130",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Petrol,1520 mm,3995 mm,1660 mm,Sedan,,15.7 km/litre,,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,
115,Hyundai,Xcent Prime,Cng T (Cng +,"Rs. 5,36,859",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,CNG + Petrol,1520 mm,3995 mm,1660 mm,Sedan,,,,25 km/kg,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,81.8bhp@6000rpm,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Manual Air conditioning with cooling and heating,Yes,1530 kg,
116,Hyundai,Xcent Prime,T+ Crdi,"Rs. 6,39,616",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,,,20.14 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,70bhp@4000RPM,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Yes,,1530 kg,2
117,Hyundai,Xcent Prime,T Crdi,"Rs. 6,20,297",1197 cc,4,FWD (Front Wheel Drive),BS IV,43 litres,Diesel,1520 mm,3995 mm,1660 mm,Sedan,,,20 km/litre,,1100 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,71PS@4000rpm,114Nm@6000rpm,5,Manual,2425 mm,407 litres,Yes,,1530 kg,2
118,Maruti Suzuki,Dzire Tour,Ldi,"Rs. 6,53,523",1248 cc,4,FWD (Front Wheel Drive),BS IV,42 litres,Diesel,1555 mm,3995 mm,1695 mm,Sedan,14.6 km/litre,19.8 km/litre,28.4 km/litre,,1045 kg,,170 mm,Ventilated Disc,Drum,Electric Power,75PS@4000rpm,190Nm@2000rpm,5,Manual,2430 mm,320 litres,Manual Air conditioning with cooling and heating,,1505 kg,
119,Maruti Suzuki,Dzire Tour,Lxi,"Rs. 5,53,423",1197 cc,4,FWD (Front Wheel Drive),BS IV,42 litres,Petrol,1555 mm,3995 mm,1695 mm,Sedan,16.3 km/litre,19.1 km/litre,22 km/litre,,935 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,115Nm@4000rpm,5,Manual,2430 mm,316 litres,Manual Air conditioning with cooling and heating,,1415 kg,
120,Maruti Suzuki,Dzire Tour,Lxi Cng,"Rs. 5,98,940",1197 cc,4,FWD (Front Wheel Drive),BS IV,42 litres,CNG,1555 mm,3995 mm,1695 mm,Sedan,,,,26.6 km/kg,935 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,69bhp@6000rpm,115Nm@4000rpm,5,Manual,2430 mm,316 litres,Manual Air conditioning with cooling and heating,,1415 kg,
121,Hyundai,Elite I20,Era 1.2,"Rs. 5,59,693",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3995 mm,1710 mm,Hatchback,13.3 km/litre,18.6 km/litre,18.6 km/litre,,1066 kg,5,165 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,5,Manual,2525 mm,285 litres,Manual Air conditioning with cooling and heating,Yes,1170 kg,2
122,Hyundai,Elite I20,Era 1.4 Crdi,"Rs. 6,97,803",1396 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,18.4 km/litre,22.54 km/litre,22.54 km/litre,,1510 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500rpm,5,Manual,2570 mm,285 litres,Manual Air conditioning with cooling and heating,Yes,1170 kg,2
123,Hyundai,Elite I20,Magna Plus,"Rs. 6,34,950",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,13.3 km/litre,18.5 km/litre,18.6 km/litre,,1058 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,5,Manual,2570 mm,285 litres,Manual Air conditioning with cooling and heating,Yes,1170 kg,2
124,Hyundai,Elite I20,Magna Plus Crdi,"Rs. 7,70,803",1396 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,18.4 km/litre,22.54 km/litre,22.54 km/litre,,1510 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500rpm,5,Manual,2570 mm,285 litres,Manual Air conditioning with cooling and heating,Yes,1170 kg,2
125,Hyundai,Elite I20,Sportz Plus,"Rs. 7,21,693",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,13.3 km/litre,18.5 km/litre,18.6 km/litre,,1060 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,5,Manual,2570 mm,285 litres,Fully automatic climate control,Yes,1170 kg,2
126,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,"Rs. 8,76,103",1396 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,18.4 km/litre,22.54 km/litre,22.54 km/litre,,1515 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500rpm,5,Manual,2570 mm,285 litres,Fully automatic climate control,Yes,1170 kg,2
127,Hyundai,Elite I20,Asta (O) 1.2,"Rs. 8,08,993",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3995 mm,1734 mm,Hatchback,13.3 km/litre,18.5 km/litre,18.15 km/litre,,1515 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,114Nm@4000rpm,5,Manual,2570 mm,285 litres,Fully automatic climate control,Yes,1170 kg,6
128,Hyundai,Elite I20,Asta (O) Crdi,"Rs. 9,34,003",1396 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Diesel,1505 mm,3985 mm,1734 mm,Hatchback,18.4 km/litre,22.5 km/litre,22.54 km/litre,,1515 kg,6,170 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500-2750rpm,5,Manual,2570 mm,285 litres,Fully automatic climate control,Yes,1170 kg,6
129,Hyundai,Elite I20,Asta (O) Cvt,"Rs. 9,20,993",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,13.3 km/litre,18.6 km/litre,18.6 km/litre,,1066 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,83PS@6000rpm,115Nm@4000rpm,5,Automatic,2570 mm,285 litres,Fully automatic climate control,Yes,1170 kg,2
130,Hyundai,Elite I20,Sportz Plus Dual Tone,"Rs. 7,51,693",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,13.3 km/litre,18.5 km/litre,18.6 km/litre,,1060 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,5,Manual,2570 mm,285 litres,Fully automatic climate control,Yes,1170 kg,2
131,Hyundai,Elite I20,Sportz Plus Cvt,"Rs. 8,31,693",1197 cc,4,FWD (Front Wheel Drive),BS IV,45 litres,Petrol,1505 mm,3985 mm,1734 mm,Hatchback,13.3 km/litre,18.5 km/litre,18.6 km/litre,,1060 kg,5,170 mm,Ventilated Disc,Drum,Electric Power,84PS@6000rpm,115Nm@4000rpm,5,Manual,2570 mm,285 litres,Fully automatic climate control,Yes,1170 kg,2
